position,gotchiID,name,withSetsRarityScore,kinship,experience,level,originalOwner,originalWeight,weightAmongEligible,reward
785,836,Occultist,613,1325,8495,14,0x7dbfe62be1ac737d26823611f251d362c52a1141,0.001900301550,0.000214605522,0.039736895015
787,16712,Paracelsus,613,797,5755,11,0x7dbfe62be1ac737d26823611f251d362c52a1141,0.001895761729,0.000214092830,0.039641963550
793,14890,Tommi,612,3047,4015,9,0xedd46a46aa5af54ad3c8a651caee2c75c9f2c325,0.001882275563,0.000212569805,0.039359956538
794,22107,Nickelodeon,612,3044,4415,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001880047092,0.000212318139,0.039313357347
795,9248,908 Kinship 545 BRS,612,3035,4115,10,0x7d1368528d8dd105368c91700f1ac30d81628794,0.001877824059,0.000212067086,0.039266871874
796,15676,Goodnight Nurse,612,3030,3945,9,0xae79077d8d922d071797a7f8849430fed488c005,0.001875606445,0.000211816646,0.039220499699
797,11191,Vacation Santa,612,2991,4340,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001873394228,0.000211566815,0.039174240404
798,14046,RaptorGotchi,612,2990,15250,18,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0.001871187390,0.000211317592,0.039128093573
799,2148,Daark,612,2945,2325,7,0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,0.001868985911,0.000211068973,0.039082058793
800,5667,mfer,612,2776,2610,8,0x579361d2636152df34db1d6dfd343f5037ddc71d,0.001866789770,0.000210820958,0.039036135651
804,5409,Vitalik Buterin,612,2267,3690,9,0x14e495f1c792185c4491b2317a02f3c3c6775c82,0.001858058204,0.000209834882,0.038853551303
806,11998,Consigliere,612,1722,2430,7,0xce3214768474f006c50189d2d9583f19e3791f96,0.001853723949,0.000209345404,0.038762918401
812,8398,Mrs. $,612,362,1760,6,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001840845467,0.000207891007,0.038493618586
814,7863,~Sweety~Pop~,611,3092,5405,11,0x7d9fb540504d8f277099472b89113485f712c546,0.001836593570,0.000207410830,0.038404707847
815,22106,Chip,611,3056,4355,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001834475212,0.000207171599,0.038360411215
816,11222,Alchemy,611,3037,2890,8,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,0.001832361891,0.000206932937,0.038316219900
817,3595,no bs eye overhyped,611,3035,3925,9,0x2e21407be0545c706f25490fbba532943fcaed32,0.001830253588,0.000206694841,0.038272133524
819,8253,@itsTylerIRL,611,2997,4895,10,0x19e02b992c0295d27eecff941d5dbfaf85409d86,0.001826051965,0.000206220342,0.038184274077
820,8809,serious sam,611,2931,1730,6,0xae5b56ca47e84b6c749e0454680c4161b9da9790,0.001823958609,0.000205983934,0.038140500258
821,3084,Um,611,2893,3850,9,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.001821870200,0.000205748085,0.038096829880
822,16738,Cataleya,611,2882,3860,9,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.001819786720,0.000205512793,0.038053262571
823,4720,Godzilla,611,2931,1935,7,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.001817708152,0.000205278056,0.038009797964
824,8218,Wiz,611,2618,2440,7,0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,0.001815634477,0.000205043871,0.037966435693
825,21749,Peerless,611,2604,3580,9,0x547c0dbd2fc303c8e97475ec072a58de60ec134a,0.001813565679,0.000204810236,0.037923175393
826,18441,Skyfall,611,2572,4295,10,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.001811501740,0.000204577151,0.037880016700
827,11492,vicodin,611,2558,1990,7,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001809442643,0.000204344612,0.037836959254
828,1868,Kontak.lens,611,2551,2705,8,0x00987cbce7014389197f9d5468dab5a8facffee0,0.001807388370,0.000204112618,0.037794002695
829,6435,GHST OF REKTMAS PAST,611,2540,1070,5,0x160fbd013c8821403f9f5f6868b6f50cda050be3,0.001805338905,0.000203881167,0.037751146665
831,22004,Lara Croft,611,2307,3955,9,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.001801254329,0.000203419887,0.037665734771
833,6975,THETA TO MOON,611,2287,1480,6,0x3e01cbe85caddb812a0483335f69815dafcb8eb7,0.001797188780,0.000202960755,0.037580720742
834,22018,DUUES,611,2122,9320,14,0x3b3120e283c08daabb5e3f240e008387ef8a67db,0.001795163099,0.000202731990,0.037538362050
835,19229,Agent smyth,611,1983,3395,9,0x1d0542b616c691a002e90a713e7d094c0f8e022d,0.001793142124,0.000202503756,0.037496101776
836,16785,Pulse,611,1501,3945,9,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0.001791125839,0.000202276053,0.037453939574
838,11524,0xdeadbeef,610,3001,3480,9,0xf0803b4cf6359d64913ec6a0b8227640afe69b2a,0.001787107274,0.000201822226,0.037369908008
839,19030,Love is still alive,610,2915,6025,11,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.001785104960,0.000201596101,0.037328037960
840,3971,Dodgy,610,2931,1455,6,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.001783107272,0.000201370497,0.037286264616
841,21134,911,610,2802,3895,9,0x2e21407be0545c706f25490fbba532943fcaed32,0.001781114191,0.000201145414,0.037244587637
843,21531,Doran,610,2710,4070,10,0x6157730c4f8e2092f601460b836530e3252b3120,0.001777141791,0.000200696801,0.037161521430
844,16451,Hazard Pay,610,2352,6100,12,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.001775162440,0.000200473268,0.037120131533
846,12112,KoOi_PG,610,2183,7175,12,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001771217354,0.000200027740,0.037037636497
849,11734,TRUMPU LINK MARINE,610,1979,4070,10,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0.001765333534,0.000199363267,0.036914600901
853,9654,Vaagner,609,3360,4875,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.001757550897,0.000198484355,0.036751859450
854,5954,Nephew,609,3219,4515,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001755616289,0.000198265875,0.036711405162
856,21338,Relaxed,609,2977,2685,8,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.001751760225,0.000197830401,0.036630771653
859,1044,General Nazarov,609,2539,3680,9,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.001746008791,0.000197180878,0.036510504351
860,3805,grindelwald,609,2507,1890,7,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001744100296,0.000196965347,0.036470596128
861,3581,Chaarizaard,609,2538,4480,10,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0.001742196102,0.000196750302,0.036430777829
864,23319,Bruh,609,2314,2085,7,0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,0.001736509174,0.000196108064,0.036311859417
865,11903,Sheldon,609,2207,3125,8,0xa7f1c77998bae58614be010ad2a806639e280056,0.001734622035,0.000195894945,0.036272397762
866,11000,LLCoolJ [Synth],609,2187,3400,9,0x8628d73d3f950abde99739ef34b6cfa10394f579,0.001732739124,0.000195682303,0.036233024510
867,19572,Golden Fairy,609,2157,1525,6,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001730860426,0.000195470138,0.036193739364
868,23270,Turntable,609,1880,3070,8,0x1c8915f70850873a03df2d6cdba71b226bcdfeb3,0.001728985927,0.000195258446,0.036154542024
873,2787,Dai Hard with a Vengeance,609,1108,2770,8,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001719675923,0.000194207046,0.035959862065
881,3067,Longman,608,3057,2765,8,0xae5b56ca47e84b6c749e0454680c4161b9da9790,0.001704993180,0.000192548889,0.035652833612
882,24076,Orange Bit,608,3056,3995,9,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,0.001703176005,0.000192343671,0.035614834968
883,23712,Haank,608,2985,4340,10,0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,0.001701362823,0.000192138904,0.035576919812
884,7426,Cypherpunk,608,2989,3955,9,0x1a760e3a431c8b9c075ed1280c8835a1a0f1651b,0.001699553620,0.000191934586,0.035539087867
885,23098,NonameGotchi,608,2967,15020,18,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0.001697748383,0.000191730717,0.035501338855
886,24800,THE RARITY FARMER,608,2906,4470,10,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001695947099,0.000191527294,0.035463672502
887,17890,Aayahuascan Shaaelf,608,2848,3965,9,0x8efc96f7edb7f656a63b3195bf9728782115c4c7,0.001694149755,0.000191324315,0.035426088533
888,9475,Spicy,608,2615,2450,8,0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,0.001692356338,0.000191121780,0.035388586676
889,6428,NANEXGHOUL,608,2544,1070,5,0x160fbd013c8821403f9f5f6868b6f50cda050be3,0.001690566834,0.000190919688,0.035351166660
890,22508,Bubba Marley,608,2530,4235,10,0xd281f988242c900d67ff2aafabe683b8004ee778,0.001688781232,0.000190718035,0.035313828214
892,24856,prince of ghst,608,2395,1480,6,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001685221677,0.000190316046,0.035239394956
896,15550,Business Boy,608,1806,4905,10,0x579361d2636152df34db1d6dfd343f5037ddc71d,0.001678148816,0.000189517292,0.035091495515
897,14022,Lightning Moon,608,1711,1050,5,0x579361d2636152df34db1d6dfd343f5037ddc71d,0.001676390162,0.000189318683,0.035054720588
900,6174,Wasabi Whisperer,608,999,8125,13,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.001671136947,0.000188725425,0.034944871467
908,5321,Clown,607,3407,4695,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001657293024,0.000187161998,0.034655383461
909,12628,Doomer,607,3053,4766,10,0x4edb4161d16c89b71aec027930a943c3d4cf0777,0.001655579155,0.000186968447,0.034619545028
910,13796,Maya Angelou,607,3025,4610,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.001653868940,0.000186775308,0.034583783000
911,15918,Sansa,607,3005,3675,9,0xe88632728ed377f556cb964e6f670f6017d497e4,0.001652162367,0.000186582581,0.034548097130
912,14257,PopoGotchi,607,2912,4410,10,0xe2de15659663f7024699e1e573c033e2efd5bcb1,0.001650459425,0.000186390264,0.034512487174
914,9983,Mo,607,2869,4650,10,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.001647064384,0.000186006854,0.034441494025
915,22678,Nerva,607,2783,1880,7,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,0.001645372262,0.000185815758,0.034406110346
917,23280,Thunder,607,2274,2360,7,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.001641998759,0.000185434781,0.034335567573
918,17559,Steampunkd,607,2142,2420,7,0xbdc7a955505e20410061744f556f6dec761bfb8f,0.001640317354,0.000185244896,0.034300407999
922,4424,ETHERGOTCHI,607,3,2255,7,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.001633627119,0.000184489352,0.034160509577
925,2393,Super-Witch,606,3391,5410,11,0x262944448ec574dd5f82136964bbf189cc1ab579,0.001628646278,0.000183926854,0.034056356041
926,18126,Staable,606,3094,4625,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.001626992955,0.000183740140,0.034021783673
927,6952,MAANIAAC,606,3069,75825,39,0x071d217637b6322a7faac6895a9eb00e529d3424,0.001625343093,0.000183553817,0.033987283660
928,18734,Feynman,606,3057,3725,9,0xe88632728ed377f556cb964e6f670f6017d497e4,0.001623696679,0.000183367884,0.033952855773
929,18145,Alex Mahone,606,3005,2925,8,0x60523cd3f5cf0061c6f042545371fa6ff8cd397b,0.001622053703,0.000183182339,0.033918499782
931,4144,Thor,606,2983,3755,9,0x4edb4161d16c89b71aec027930a943c3d4cf0777,0.001618778024,0.000182812408,0.033850002583
932,705,Bill Gates,606,2921,1900,7,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,0.001617145298,0.000182628021,0.033815860923
936,14194,Super Stats,606,2457,5070,11,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.001610648239,0.000181894293,0.033680001988
937,16840,1) What,606,2408,1160,5,0x160fbd013c8821403f9f5f6868b6f50cda050be3,0.001609032383,0.000181711810,0.033646213071
938,2415,Mescaline,606,2387,3550,9,0x4edb4161d16c89b71aec027930a943c3d4cf0777,0.001607419868,0.000181529705,0.033612494038
940,10853,bubblewrap,606,2366,1090,5,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001604204823,0.000181166623,0.033545264756
948,5596,Mr. A,606,362,1760,6,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001591476254,0.000179729155,0.033279099729
953,17504,Star 3,605,2892,4130,10,0xdab73a0b1fe28197942915bfef5b5c321514045f,0.001583626182,0.000178842628,0.033114948173
954,19464,Star 1,605,2858,4110,10,0xdab73a0b1fe28197942915bfef5b5c321514045f,0.001582065747,0.000178666405,0.033082318162
955,15047,Prophecy,605,2843,2670,8,0x9c155d672e1d7bb3632cb5602aa004577f3e964a,0.001580508481,0.000178490539,0.033049754438
956,24926,streetwise,605,2626,1880,7,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001578954376,0.000178315030,0.033017256797
957,3764,Poop,605,2609,2445,7,0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,0.001577403421,0.000178139877,0.032984825037
959,16154,WildGeisha,605,2403,2875,8,0xa9a0c84fe5780d5a5c67cc14165b546f8ec6dcab,0.001574310925,0.000177790634,0.032920158349
964,23986,Nobu,605,1758,4165,10,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0.001566634146,0.000176923678,0.032759630482
967,9023,Generaal,604,3432,10595,15,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,0.001562065046,0.000176407679,0.032664086774
968,5792,Perceval,604,3429,4810,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.001560548118,0.000176236368,0.032632366533
969,1876,Power Kinship 542,604,3151,3755,9,0xd98695e2fce07e908c9f523387b1b1f8eb9d41ec,0.001559034226,0.000176065401,0.032600709799
971,24503,Tortuga,604,3040,4350,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001556015518,0.000175724491,0.032537586087
973,13107,Cool Runnings,604,2798,4275,10,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.001553008848,0.000175384941,0.032474714107
974,22630,TCHAIKOVSKY,604,2740,2585,8,0xfec90ee4a1ea9ccff0d1971c61fe5a4488594a58,0.001551510005,0.000175215673,0.032443372042
975,1866,Sup,604,2641,2450,8,0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,0.001550014144,0.000175046742,0.032412092341
976,12897,Smooth,604,2433,2670,8,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0.001548521257,0.000174878147,0.032380874816
977,20126,Mjolnir,604,2396,4110,10,0xd281f988242c900d67ff2aafabe683b8004ee778,0.001547031334,0.000174709886,0.032349719282
979,14574,P0,604,2453,2870,8,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,0.001544060346,0.000174374365,0.032287593437
980,23437,REEKT,604,2425,2860,8,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,0.001542579263,0.000174207103,0.032256622756
981,8490,KoOi_007,604,2202,4230,10,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001541101109,0.000174040172,0.032225713324
984,17024,AL CHEMIST,604,2069,3205,9,0xa14c5e8d3b5680db8246b18cf986c54905c2249f,0.001536684135,0.000173541353,0.032133350689
985,10571,FRESHMAN,604,2055,3190,8,0xa14c5e8d3b5680db8246b18cf986c54905c2249f,0.001535217610,0.000173375734,0.032102684425
988,1595,minotaur,604,1817,1350,6,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.001530835314,0.000172880831,0.032011046950
989,19940,553 BRS/PVP STATS + - + -,604,1428,2810,8,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.001529380279,0.000172716511,0.031980620967
992,13159,Dirty Bill,604,696,2845,8,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001525032251,0.000172225478,0.031889700058
993,14255,M.Jordan,604,674,2865,8,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001523588572,0.000172062440,0.031859511514
999,2749,Partner,603,3437,6700,12,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001514985377,0.000171090861,0.031679611524
1000,5938,Vendetta,603,3368,4670,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001513561248,0.000170930031,0.031649831795
1001,17188,Ragnar Lothbrok,603,3052,4790,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.001512139880,0.000170769512,0.031620109784
1002,23455,Ties,603,3007,3735,9,0x79d87c8bef0f0620d773983a6be6ddca784ca8a9,0.001510721263,0.000170609304,0.031590445319
1003,16818,Cryptopunks of Polygon,603,2900,4115,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.001509305390,0.000170449407,0.031560838233
1004,5560,Aegon,603,2896,4035,9,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.001507892253,0.000170289818,0.031531288358
1005,912,Crypto Gotchi,603,2900,2820,8,0xdc25324b8186de47a976191a54ea0366428af632,0.001506481844,0.000170130537,0.031501795526
1006,6352,Diffuse Loop,603,2858,3650,9,0xeb8c587a8b3bcb23efbf6d4e41c6ac1f90bf5c27,0.001505074155,0.000169971563,0.031472359571
1007,24976,Eyez-T,603,2852,9120,14,0x478fa4c971a077038b4fc5c172c3af5552224ccc,0.001503669178,0.000169812896,0.031442980326
1008,12457,JThong,603,2808,3160,8,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001502266905,0.000169654534,0.031413657626
1009,8641,MILEY CYRUS,603,2708,1620,6,0x6e8d1cc55c33850102b7d8ababd7a16ce976d2e2,0.001500867328,0.000169496476,0.031384391306
1010,6931,aragon,603,2695,22835,22,0xa9465d03ba38726277b3e478ac98aa063a0c8d0a,0.001499470440,0.000169338722,0.031355181203
1011,9156,Kahiltna,603,2680,3375,9,0x7fbd1e4c9449c2443e0ad17537d77645bd23cc21,0.001498076232,0.000169181271,0.031326027152
1012,20618,Dr. Little,603,2588,4400,10,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.001496684697,0.000169024122,0.031296928991
1013,14925,Holidaay,603,2577,1900,7,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001495295827,0.000168867274,0.031267886558
1014,18645,DAVID GOGGINS,603,2473,2190,7,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001493909614,0.000168710725,0.031238899691
1015,17099,Blank Space,603,2455,1970,7,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0.001492526051,0.000168554476,0.031209968229
1017,14473,Caretaker,603,2064,7355,13,0x7dbfe62be1ac737d26823611f251d362c52a1141,0.001489766843,0.000168242873,0.031152270880
1019,22998,The Buzz,603,1674,2150,7,0x2d5f86cd294ca6c92189340eaeff41fc63dc66ef,0.001487018142,0.000167932455,0.031094793235
1022,3838,Dr. L,603,362,1600,6,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001482914658,0.000167469039,0.031008985948
1024,3594,MYTHICAL,603,3,2255,7,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.001480191959,0.000167161558,0.030952052050
1025,7608,BAGUETTE,603,3,2255,7,0xd9d54f0f67fde251ab41ffb36579f308b592d905,0.001478834475,0.000167008254,0.030923665922
1027,16615,Sixth Sense,603,23,2385,7,0xd07ee1049929e97680f7bb176721ea1e6114f42c,0.001476127200,0.000166702516,0.030867054539
1029,7893,Andre  Cronje,602,3422,4810,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.001473430134,0.000166397930,0.030810656630
1030,396,No Doubt,602,3316,4960,10,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.001472085411,0.000166246067,0.030782537347
1031,7060,Friggin Riggin,602,3272,6450,12,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.001470743219,0.000166094490,0.030754470977
1032,15320,BUSTER KEATON,602,3036,4725,10,0x9c155d672e1d7bb3632cb5602aa004577f3e964a,0.001469403549,0.000165943198,0.030726457369
1033,9626,Etherscan,602,2977,3765,9,0xc4fe12630feffdb5ee72eddcbbb43b595407442f,0.001468066396,0.000165792190,0.030698496373
1034,18470,MrGreenJRthe2nd,602,2973,3370,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.001466731751,0.000165641465,0.030670587839
1035,11368,CR 7,602,2966,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.001465399609,0.000165491023,0.030642731619
1036,18064,ORANGE PEEL,602,2711,3735,9,0xa9465d03ba38726277b3e478ac98aa063a0c8d0a,0.001464069960,0.000165340863,0.030614927562
1037,3752,Baba,602,2672,3220,9,0x50e82f866800d3f1f542970dcf0d292bd490db33,0.001462742800,0.000165190984,0.030587175523
1038,22977,Puff Daddy,602,2653,3540,9,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.001461418120,0.000165041384,0.030559475353
1040,449,Eerie,602,2623,5070,11,0xec375ca92c72706c107e517fc4493674930af119,0.001458776173,0.000164743023,0.030504230036
1044,21768,Alexandra,602,2532,2000,7,0x03b16ab6e23bdbeeab719d8e4c49d63674876253,0.001453521738,0.000164149628,0.030394355413
1045,1423,Snaake Plissken,602,2406,3210,9,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.001452214227,0.000164001967,0.030367014251
1046,22083,Ammo,602,2399,4090,10,0xd281f988242c900d67ff2aafabe683b8004ee778,0.001450909140,0.000163854581,0.030339723799
1047,15987,DumdittyDumDum,602,2230,2500,8,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.001449606472,0.000163707467,0.030312483916
1051,15912,Sandeep Nailwal,602,1487,2180,7,0xed75012f14d89e87d2505ad6dbc0b8f591c660ea,0.001444419846,0.000163121729,0.030204027236
1052,19505,Myth ETH,602,1286,1510,6,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.001443129168,0.000162975970,0.030177038077
1057,5682,Duke,601,3431,5920,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.001436711314,0.000162251187,0.030042835390
1058,2368,KEK GOTCHI,601,3177,6920,12,0x4eb172821b5bc013269c4f6f6204f092d44197ec,0.001435434805,0.000162107028,0.030016142510
1059,12671,,601,3087,4325,10,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,0.001434160634,0.000161963133,0.029989498532
1060,3397,sl1m,601,3053,4365,10,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001432888795,0.000161819501,0.029962903318
1061,5701,MYTHICAL EYES/H1/TOP XP,601,2960,4880,10,0xdddff3048c1d89fa8fe1221b7bc35624622b9058,0.001431619282,0.000161676132,0.029936356734
1062,8012,MacNugintosh,601,2959,4180,10,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.001430352088,0.000161533024,0.029909858645
1063,24417,Juicebox Gee,601,2668,3640,9,0x8efc96f7edb7f656a63b3195bf9728782115c4c7,0.001429087207,0.000161390178,0.029883408917
1066,11007,Portal Rage,601,2313,3775,9,0x579361d2636152df34db1d6dfd343f5037ddc71d,0.001425306375,0.000160963200,0.029804348565
1067,22240,MAALOX,601,2261,1555,6,0x329c54289ff5d6b7b7dae13592c6b1eda1543ed4,0.001424050681,0.000160821392,0.029778090949
1068,18134,AKKU CHLOE,601,2050,4100,10,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0.001422797268,0.000160679841,0.029751881032
1071,3643,The Wasabist,601,398,260,3,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.001419050652,0.000160256727,0.029673536156
1072,7927,z - Tariff,601,172,4405,10,0xa98e714577ad2b41efbcb5f79c3cd663bc806905,0.001417806300,0.000160116199,0.029647515722
1073,9808,Crane,600,3273,7640,13,0x543d8004afa943344e6fba44e189ed0dd4e71d56,0.001416564198,0.000159975926,0.029621542335
1074,13998,MrGreenJr,600,3074,3410,9,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.001415324340,0.000159835906,0.029595615866
1075,2578,GFA_TANK,600,3063,3510,9,0xfec90ee4a1ea9ccff0d1971c61fe5a4488594a58,0.001414086720,0.000159696138,0.029569736187
1076,4182,Qi,600,2904,3995,9,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.001412851331,0.000159556623,0.029543903169
1077,10775,540+,600,2858,3560,9,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001411618167,0.000159417359,0.029518116685
1078,21510,Tea-Rex,600,2792,2685,8,0xd2f2ffc0a7b5ad0cca44c7c9ca11143e6e8bbba7,0.001410387223,0.000159278345,0.029492376609
1079,1564,peeves,600,2714,400,3,0xade1dc00a43079c27b96c025a3ffa113a3f98ecd,0.001409158491,0.000159139582,0.029466682814
1081,17102,Pappy Van Winkle,600,2604,3590,9,0x547c0dbd2fc303c8e97475ec072a58de60ec134a,0.001406707645,0.000158862802,0.029415433563
1085,14563,Justeen,600,2316,1120,5,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001401832247,0.000158312212,0.029313484919
1086,22078,Wesly,600,2305,1920,7,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.001400618841,0.000158175179,0.029288111588
1088,13889,A A A,600,2378,2870,8,0x156e6c5a2fac34bb2fcf2ac1bbaa0e75bde3ac4f,0.001398198521,0.000157901847,0.029237500661
1091,18591,Dr. Wild,600,1752,4175,10,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.001394584180,0.000157493671,0.029161921779
1092,4879,Highwayman,600,1473,3605,9,0x7dbfe62be1ac737d26823611f251d362c52a1141,0.001393383681,0.000157358095,0.029136818336
1093,23943,Shiva,600,1412,3325,9,0xdf572e905e2730efdbfb8d11829571d3a516acd3,0.001392185313,0.000157222761,0.029111759452
1099,7943,Skittles,599,3339,4615,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001385039532,0.000156415771,0.028962335186
1100,5980,PICKLE,599,3138,5050,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001383855920,0.000156282103,0.028937584879
1101,3342,H1/mythical eyes/brs554,599,3136,4170,10,0x852271883ed42cc3f9d9559b05ab4784fc768e93,0.001382674394,0.000156148670,0.028912878184
1102,9212,King David,599,3133,4560,10,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,0.001381494948,0.000156015473,0.028888214985
1103,21047,Jody Highroller,599,3029,4135,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.001380317577,0.000155882510,0.028863595166
1104,23492,Machete,599,2999,4530,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.001379142275,0.000155749780,0.028839018610
1105,16587,Napoleon Bonaparte,599,2995,4750,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.001377969036,0.000155617283,0.028814485204
1106,18012,Xena,599,2879,3940,9,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.001376797855,0.000155485019,0.028789994833
1108,689,Vitaalik,599,2831,2870,8,0xe9da1801adcb61a41c6bdfdb7049c5e14383e8fd,0.001374461645,0.000155221185,0.028741142736
1109,11254,FRIDAYNIGHT,599,2775,3895,9,0x2e21407be0545c706f25490fbba532943fcaed32,0.001373296606,0.000155089615,0.028716780784
1110,2759,COIN GECKO,599,2680,3840,9,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.001372133602,0.000154958274,0.028692461411
