position,gotchiID,name,withSetsRarityScore,kinship,experience,level,originalOwner,originalWeight,weightAmongEligible,reward
855,12422,SUPER MAAN,421,2840,4645,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012422872428,0.000235430546,0.008718581696
856,4165,Bob Marley,564,3322,4645,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.012413437243,0.000235251736,0.008711959924
857,11289,Ma Huateng,472,2927,4645,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.012404020227,0.000235073271,0.008705350903
858,3403,JOKE,471,3408,4645,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.012394621324,0.000234895149,0.008698754594
859,18352,Alessyta,496,2975,4645,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.012385240479,0.000234717369,0.008692170958
860,17751,- 17 -,542,2914,4645,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.012375877635,0.000234539930,0.008685599957
861,22934,Bonus,514,2891,4640,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.012366532738,0.000234362831,0.008679041550
862,5507,Imp,651,3335,4640,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.012357205733,0.000234186072,0.008672495700
863,16770,Charles Koch,496,2928,4640,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.012347896563,0.000234009650,0.008665962368
864,18853,Hillary Clinton,522,2927,4640,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.012338605175,0.000233833566,0.008659441515
865,24936,Gamover,511,2927,4640,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.012329331514,0.000233657817,0.008652933103
866,3789,PARTY ANIMAL,563,3305,4640,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.012320075526,0.000233482403,0.008646437094
867,23324,macaulay culkin,507,2977,4640,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.012310837156,0.000233307323,0.008639953450
868,966,Eon,742,3429,4640,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.012301616352,0.000233132576,0.008633482134
869,16424,Steve Ballmer,500,2927,4640,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.012292413059,0.000232958161,0.008627023107
870,19561,mr.robot,533,2972,4640,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.012283227224,0.000232784077,0.008620576333
871,16016,Miner one,531,2975,4640,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.012274058793,0.000232610323,0.008614141774
872,12221,lord gecko,560,2976,4640,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.012264907715,0.000232436897,0.008607719393
873,2886,Emerald,502,3397,4640,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.012255773936,0.000232263799,0.008601309152
874,14554,Johnnie Walker,462,2936,4640,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.012246657404,0.000232091029,0.008594911016
875,15518,Pope Francis,463,2927,4640,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.012237558067,0.000231918584,0.008588524947
876,23574,POWER TO THE GOTCHIES,556,2822,4635,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012228475872,0.000231746464,0.008582150910
877,23785,PISI,536,2807,4635,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012219410768,0.000231574667,0.008575788867
878,16598,Duel Maaster,535,3047,4635,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.012210362703,0.000231403194,0.008569438782
879,14457,ROSHI,441,2840,4635,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012201331626,0.000231232043,0.008563100620
880,22700,DAI LEGEND,549,2820,4635,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012192317486,0.000231061212,0.008556774344
881,17161,Snoopy,535,3056,4635,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.012183320231,0.000230890702,0.008550459918
882,2544,VAMPIRE,519,2850,4635,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012174339812,0.000230720511,0.008544157308
883,5485,Aagent faarmer,551,2988,4635,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.012165376176,0.000230550637,0.008537866477
884,13990,AMAZING AAVE,486,2836,4635,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012156429275,0.000230381081,0.008531587391
885,18309,VULCAN,452,2810,4635,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012147499058,0.000230211841,0.008525320014
886,12123,KAL-EL,443,2840,4635,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012138585474,0.000230042917,0.008519064310
887,13974,Mr Spooks,590,2950,4631,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.012129688476,0.000229874306,0.008512820246
888,6592,SAMSUNG,529,3406,4630,10,0x019ed608dd806b80193942f2a960e7ac8abb2ee3,0.012120808012,0.000229706009,0.008506587787
889,7425,@,584,3394,4630,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.012111944033,0.000229538025,0.008500366897
890,9795,GEK,562,3410,4630,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.012103096491,0.000229370352,0.008494157542
891,23293,LUCKY GOTCHIANO,562,2821,4625,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012094265337,0.000229202989,0.008487959689
892,1368,high kinship,534,3193,4625,10,0x8b200f4c81c54d9014b4cda3f16501069fa20ab9,0.012085450521,0.000229035936,0.008481773302
893,19784,Frenliest,575,3068,4625,10,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,0.012076651996,0.000228869192,0.008475598349
894,2717,Cerise,544,3287,4625,10,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,0.012067869712,0.000228702756,0.008469434794
895,18126,Staable,606,3094,4625,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.012059103623,0.000228536626,0.008463282605
896,24169,JOHNNY CASH,568,2824,4625,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.012050353680,0.000228370803,0.008457141747
897,7957,Splash,542,3346,4625,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.012041619835,0.000228205284,0.008451012187
898,7206,Aristocles,554,3213,4625,10,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,0.012032902041,0.000228040070,0.008444893892
899,169,S,460,3347,4625,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.012024200251,0.000227875159,0.008438786828
900,4786,Aavegotchi!,397,3139,4625,10,0xe5f6dbc39334f3e79c149efb8c8c9c8dec474af1,0.012015514417,0.000227710551,0.008432690963
902,6851,That's a Vibe,619,3313,4620,10,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.011998190430,0.000227382237,0.008420532697
903,4468,RETIRED OG,510,3304,4620,10,0x82131e86d080312e13605aada6538a94df5b41a5,0.011989552185,0.000227218530,0.008414470230
904,19156,SHELDON COOPER,493,2837,4620,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.011980929709,0.000227055123,0.008408418831
905,7449,Prince [Synth],508,3196,4620,10,0x8628d73d3f950abde99739ef34b6cfa10394f579,0.011972322956,0.000226892013,0.008402378467
906,9848,Demiurge,626,3375,4620,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011963731881,0.000226729200,0.008396349105
907,9162,Cutie,537,3035,4615,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.011955156438,0.000226566684,0.008390330714
908,8567,Axolotl,622,3372,4615,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011946596581,0.000226404463,0.008384323262
909,7943,Skittles,599,3339,4615,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011938052265,0.000226242536,0.008378326717
910,23496,Kuma,567,2915,4615,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011929523444,0.000226080903,0.008372341046
911,4560,Mate,511,3431,4615,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011921010074,0.000225919563,0.008366366219
912,14817,Ben Dover,551,3068,4615,10,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,0.011912512109,0.000225758515,0.008360402204
913,1590,Vexxer,537,2721,4615,10,0x2848b9f2d4faebaa4838c41071684c70688b455d,0.011904029504,0.000225597758,0.008354448969
914,14437,Ronnie James Dio,529,2817,4615,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011895562216,0.000225437291,0.008348506483
915,9731,Precious,597,3419,4615,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011887110200,0.000225277114,0.008342574715
916,4700,Cerebro,464,3425,4615,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011878673411,0.000225117225,0.008336653634
917,13796,Maya Angelou,607,3025,4610,10,0xe1a1d5c32888c5b140917b296e82cf3a448f37a6,0.011870251806,0.000224957624,0.008330743209
918,16492,Dapp Radar,534,2965,4610,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011861845340,0.000224798310,0.008324843410
919,3647,MYTHICAL EYE GOTCHI,535,3356,4610,10,0x019ed608dd806b80193942f2a960e7ac8abb2ee3,0.011853453971,0.000224639282,0.008318954205
920,12065,Troy,556,2968,4610,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011845077654,0.000224480539,0.008313075565
921,6562,thaave stomper,576,3212,4610,10,0x8b200f4c81c54d9014b4cda3f16501069fa20ab9,0.011836716347,0.000224322081,0.008307207458
922,14882,Satonagotchi,534,2982,4610,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.011828370005,0.000224163906,0.008301349855
923,14438,Yuri Gagarin,537,3010,4610,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.011820038587,0.000224006014,0.008295502725
924,4263,Genesis Khan,557,3408,4610,10,0x019ed608dd806b80193942f2a960e7ac8abb2ee3,0.011811722050,0.000223848404,0.008289666038
925,4749,Butterfinger,644,3314,4605,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011803420350,0.000223691076,0.008283839765
926,1197,Taannhauser,629,3341,4605,10,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.011795133445,0.000223534028,0.008278023875
927,17957,Kekker,524,2817,4605,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011786861293,0.000223377259,0.008272218339
928,10221,Ozzy Osbourne,529,2817,4605,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011778603852,0.000223220769,0.008266423127
929,11598,We're Gonna Make It,532,2970,4605,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011770361079,0.000223064557,0.008260638211
930,13281,The Baarbarian,532,2965,4605,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011762132934,0.000222908622,0.008254863559
931,12504,Topshot,583,2967,4605,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011753919374,0.000222752964,0.008249099144
932,11082,El Joker,592,2966,4605,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011745720359,0.000222597581,0.008243344936
933,12934,Sandeep approved this,531,2965,4605,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011737535845,0.000222442474,0.008237600907
934,7232,+_+,507,3227,4605,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011729365793,0.000222287640,0.008231867026
935,6766,Alexander I,500,3356,4605,10,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,0.011721210162,0.000222133079,0.008226143266
936,24004,Smirkin,517,2794,4605,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011713068910,0.000221978792,0.008220429598
937,15202,1/1 + Double Myth Eyes,531,2968,4605,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011704941997,0.000221824775,0.008214725994
938,9073,Rainy Reece,531,2989,4605,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011696829382,0.000221671030,0.008209032424
939,9287,HAAUNT,544,1782,4600,10,0xdf631777df4debcbcd647e85bdcb868b43663ba0,0.011688731026,0.000221517555,0.008203348860
940,22455,ridiculous,775,2346,4600,10,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0.011680646887,0.000221364350,0.008197675275
941,4685,BoyBoy,651,3028,4600,10,0x7d1368528d8dd105368c91700f1ac30d81628794,0.011672576927,0.000221211413,0.008192011640
942,12757,Assassinata,531,2965,4600,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011664521104,0.000221058744,0.008186357928
943,17122,Mr.Anderson,640,2962,4600,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.011656479379,0.000220906342,0.008180714110
944,12637,I Ain't Afraid Of No Ghst,532,2965,4600,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011648451713,0.000220754207,0.008175080158
945,21114,Wen Mc Donald's,571,2951,4600,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011640438066,0.000220602337,0.008169456045
946,18121,what did the fox say?,530,2967,4600,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011632438399,0.000220450732,0.008163841744
947,20728,Astrox,491,2954,4600,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.011624452672,0.000220299392,0.008158237226
948,10780,Timeless,548,3062,4600,10,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.011616480848,0.000220148315,0.008152642465
949,20057,Edgar1212,477,2948,4600,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.011608522886,0.000219997500,0.008147057433
950,973,Punk n Streets,574,3071,4600,10,0x543d8004afa943344e6fba44e189ed0dd4e71d56,0.011600578749,0.000219846948,0.008141482103
951,16069,Fuchs,571,2969,4600,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011592648397,0.000219696657,0.008135916448
952,11728,The Only Way Is Up,530,2968,4600,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011584731793,0.000219546626,0.008130360442
953,44,44,487,3331,4600,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011576828898,0.000219396856,0.008124814057
954,15853,Mace Windu,596,2962,4600,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.011568939674,0.000219247344,0.008119277266
955,17602,Tiny,542,2966,4600,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011561064083,0.000219098091,0.008113750043
956,12374,Le Biker,530,2970,4600,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011553202087,0.000218949095,0.008108232362
957,1689,EOWYN,542,1456,4600,10,0xdf631777df4debcbcd647e85bdcb868b43663ba0,0.011545353649,0.000218800356,0.008102724195
958,3865,Trimythica,537,2739,4600,10,0xd281f988242c900d67ff2aafabe683b8004ee778,0.011537518731,0.000218651874,0.008097225517
959,20270,Enemy No 1,532,2962,4600,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011529697296,0.000218503647,0.008091736302
960,11368,CR 7,602,2966,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011521889306,0.000218355675,0.008086256523
961,19420,The Visionary,534,2961,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011514094725,0.000218207957,0.008080786154
962,8542,MINT,588,3402,4595,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011506313515,0.000218060492,0.008075325170
964,13722,Fearless Farmer,538,2965,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011490791063,0.000217766320,0.008064431251
965,123,123,497,3330,4595,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011483049748,0.000217619612,0.008058998265
966,24935,Meat Raffle,527,2795,4595,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011475321658,0.000217473154,0.008053574561
967,18975,i smoked a lot,513,2951,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011467606757,0.000217326946,0.008048160113
968,21103,Dino,529,3094,4595,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011459905008,0.000217180987,0.008042754896
969,14858,Arr!,530,3094,4595,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011452216376,0.000217035277,0.008037358884
970,23861,Maurie,528,2794,4595,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011444540826,0.000216889814,0.008031972053
971,16368,Dee Snider,522,2817,4595,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011436878320,0.000216744599,0.008026594377
972,13778,Kinship Leader Haunt 2,512,2965,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011429228824,0.000216599631,0.008021225832
973,15220,The Ballooor,530,2965,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011421592303,0.000216454908,0.008015866392
974,13082,ROBIN IN THE HOOD,458,2841,4595,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.011413968720,0.000216310431,0.008010516033
975,15427,Proof of Twerk,532,2817,4595,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011406358041,0.000216166198,0.008005174730
976,17222,I'm Lovin It,530,2963,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011398760231,0.000216022209,0.007999842459
977,12525,Frenemy,534,2965,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011391175255,0.000215878463,0.007994519194
978,19263,Eddie Van Halen,517,2817,4595,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011383603077,0.000215734960,0.007989204912
979,17097,Eth Can't Scale,530,2967,4595,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011376043664,0.000215591699,0.007983899588
980,9802,gamer stomper,560,3225,4590,10,0x8b200f4c81c54d9014b4cda3f16501069fa20ab9,0.011368496981,0.000215448679,0.007978603199
981,11093,Osama Bin Staking,519,2817,4590,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011360962994,0.000215305899,0.007973315719
982,6564,Sauron,596,2828,4590,10,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0.011353441667,0.000215163360,0.007968037125
983,18247,Gameboy,555,3093,4590,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011345932968,0.000215021060,0.007962767393
984,19549,Chilled Champ,516,2951,4590,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011338436862,0.000214878998,0.007957506499
985,19770,fuddy fox,530,2952,4585,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011330953314,0.000214737175,0.007952254419
986,3542,Chainlink,529,3167,4585,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011323482293,0.000214595588,0.007947011130
987,24149,VRF BE WITH YOU,553,2819,4585,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.011316023763,0.000214454239,0.007941776608
988,15296,Mark Fuckerberg,537,2926,4585,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.011308577691,0.000214313126,0.007936550829
989,21337,Illuvium,590,3098,4585,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011301144044,0.000214172248,0.007931333770
990,1768,Mr. Sandman,583,2678,4585,10,0x4cb087cc190943591852f54d1d82e3647228e2c2,0.011293722789,0.000214031605,0.007926125408
991,11963,Botted Kinship,529,2768,4585,10,0xfe698c212526f15cc25af671beba14aac309457f,0.011286313892,0.000213891196,0.007920925719
992,7429,Visionary,473,2834,4585,10,0x40aed3f394f2f0c168d4033a31ecf2248197ddfb,0.011278917321,0.000213751021,0.007915734680
993,21933,Fidenza,531,2979,4585,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.011271533042,0.000213611079,0.007910552268
994,20489,Arcane,556,3053,4585,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011264161023,0.000213471369,0.007905378461
995,20974,FOMO FOX,531,2953,4585,10,0xa7f1c77998bae58614be010ad2a806639e280056,0.011256801231,0.000213331890,0.007900213235
996,9688,Munchies,552,3402,4580,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011249453633,0.000213192643,0.007895056567
997,13451,gotchiverse.io,510,3094,4580,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011242118198,0.000213053627,0.007889908434
998,16887,Play2Earn,591,3061,4580,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011234794893,0.000212914840,0.007884768815
999,18399,Ferragamo,530,2983,4580,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.011227483685,0.000212776283,0.007879637686
1000,17571,CRYPTO KING,546,2804,4580,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.011220184543,0.000212637954,0.007874515025
1001,23140,Heraclitus,540,3074,4580,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011212897435,0.000212499853,0.007869400809
1002,9747,MID TRAITS + EYES + KINSH,454,2755,4580,10,0xe0c74c6ac956dba68797d76f77f1f5a52258aa7e,0.011205622328,0.000212361980,0.007864295016
1003,14168,SUPFAM,519,2661,4580,10,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.011198359191,0.000212224333,0.007859197624
1004,20545,Ermahgerd,495,2998,4580,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.011191107993,0.000212086913,0.007854108611
1005,22017,Punky,521,3074,4580,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011183868703,0.000211949719,0.007849027954
1006,14370,Citaadel Baron,546,3019,4580,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.011176641287,0.000211812749,0.007843955632
1007,8927,Pink Panther,525,3051,4575,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.011169425716,0.000211676004,0.007838891623
1008,11156,CryptoGreen,654,1887,4575,10,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0.011162221959,0.000211539483,0.007833835904
1009,22011,"IT AIN'T MUCH, BUT HONEST",552,2820,4575,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.011155029983,0.000211403185,0.007828788454
1010,22225,Tokio,547,3073,4575,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011147849759,0.000211267110,0.007823749251
1011,15930,Nando,539,2998,4575,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011140681255,0.000211131257,0.007818718275
1012,15271,MUZGU,536,2743,4575,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.011133524442,0.000210995626,0.007813695502
1013,19435,WuzziElena,508,3073,4575,10,0x79f563398ff8a5a5ff18650e56b9bac8be84bfa5,0.011126379287,0.000210860215,0.007808680912
1014,21871,Gotchinator,541,3092,4575,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.011119245761,0.000210725025,0.007803674483
1015,2932,Laozi,582,3275,4575,10,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,0.011112123834,0.000210590055,0.007798676194
1016,607,YFI,638,3342,4570,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011105013474,0.000210455303,0.007793686023
1017,19841,Goro,658,3028,4570,10,0x77427023e70cafd983dabaf3488d8d83ecb15b96,0.011097914653,0.000210320771,0.007788703950
1018,2966,Gladiator,538,2899,4570,10,0x1a760e3a431c8b9c075ed1280c8835a1a0f1651b,0.011090827339,0.000210186457,0.007783729954
1019,6080,BOBA FETT,564,2904,4570,10,0x9098b23ed9cc4ca858b642af81442e9e591ff073,0.011083751504,0.000210052360,0.007778764013
1020,10561,SUPER-BALL,501,3029,4570,10,0x262944448ec574dd5f82136964bbf189cc1ab579,0.011076687116,0.000209918480,0.007773806107
1021,2553,Password,592,3382,4570,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011069634148,0.000209784816,0.007768856214
1022,10810,Mojo Jojo,509,3026,4570,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.011062592568,0.000209651369,0.007763914314
1023,1752,Ethereality,529,3003,4570,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.011055562347,0.000209518136,0.007758980387
1024,4064,Walt Disney,508,3360,4570,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011048543456,0.000209385119,0.007754054411
1025,24839,Pixelcraftor,490,2996,4570,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.011041535866,0.000209252315,0.007749136366
1026,19564,amGHST,485,3023,4570,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.011034539547,0.000209119725,0.007744226231
1027,9395,Proof of Face,576,3155,4565,10,0xc4cb6cb969e8b4e309ab98e4da51b77887afad96,0.011027554471,0.000208987349,0.007739323986
1028,2931,Celebi,645,3390,4565,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.011020580608,0.000208855184,0.007734429612
1029,2031,SlayersBoxer,571,3007,4565,10,0x795f50722cf5ad82f78dda8dc8f7b235332977c3,0.011013617929,0.000208723232,0.007729543086
1030,5283,=== 520 YFI +760XP ===,533,2868,4565,10,0x2e21407be0545c706f25490fbba532943fcaed32,0.011006666407,0.000208591491,0.007724664390
1031,9900,Belu,563,2878,4565,10,0x2b29518e5ac3eda4cfc138facd6f023bffc5d65a,0.010999726011,0.000208459961,0.007719793503
1032,511,NONCE,532,3320,4565,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.010992796713,0.000208328641,0.007714930405
1033,11336,Captethgotchi,539,2918,4565,10,0x38048af4da7d79d2b553836a6d4950d0ac4b60f7,0.010985878486,0.000208197531,0.007710075076
1034,22013,Logan,565,3028,4560,10,0x77427023e70cafd983dabaf3488d8d83ecb15b96,0.010978971300,0.000208066631,0.007705227497
1035,9212,King David,599,3133,4560,10,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,0.010972075128,0.000207935939,0.007700387646
1036,13143,Colossus,572,3044,4560,10,0x77427023e70cafd983dabaf3488d8d83ecb15b96,0.010965189940,0.000207805455,0.007695555506
1037,13719,Vitamin C,538,2663,4560,10,0xb3e2a7b1295d9ee03e1f300dfccaab2ecd47ee53,0.010958315710,0.000207675179,0.007690731055
1038,23978,Carnage,541,3015,4560,10,0x77427023e70cafd983dabaf3488d8d83ecb15b96,0.010951452409,0.000207545110,0.007685914274
1039,14654,Pixie,548,3031,4560,10,0x77427023e70cafd983dabaf3488d8d83ecb15b96,0.010944600009,0.000207415247,0.007681105144
1040,21970,Hyrule,538,3028,4560,10,0x77427023e70cafd983dabaf3488d8d83ecb15b96,0.010937758483,0.000207285591,0.007676303645
1041,2976,Voodoo,539,3156,4560,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.010930927802,0.000207156140,0.007671509758
1042,8129,Hercules,543,2925,4560,10,0x1a760e3a431c8b9c075ed1280c8835a1a0f1651b,0.010924107939,0.000207026894,0.007666723463
1043,15830,BoomerCoin,500,3026,4560,10,0x9ff84b91998df96a6587db8dde8d4e47518107d6,0.010917298867,0.000206897853,0.007661944741
1044,8379,ROBIN HOOD [GFA],492,3017,4560,10,0xfe698c212526f15cc25af671beba14aac309457f,0.010910500558,0.000206769016,0.007657173574
1045,5162,Atom,500,2937,4560,10,0x1a760e3a431c8b9c075ed1280c8835a1a0f1651b,0.010903712986,0.000206640382,0.007652409940
1046,24944,LICKUIDATOR,545,2822,4555,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.010896936122,0.000206511951,0.007647653823
1047,9762,LOWER,542,3233,4555,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.010890169939,0.000206383722,0.007642905202
1048,23524,UP,554,2823,4555,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.010883414412,0.000206255696,0.007638164058
1049,24110,DAI FORCE,549,2819,4555,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.010876669512,0.000206127871,0.007633430374
1050,22010,LIVE LONG AND PROSPER,542,2821,4555,10,0x47d6f96ba098816389db7c87cbf077de7181b853,0.010869935213,0.000206000247,0.007628704129
1051,5238,Rurik,434,3067,4555,10,0x677975399cbd8aa7bd17a4b87c04ed07a85978d4,0.010863211488,0.000205872823,0.007623985305
1052,6148,Eire,550,2931,4555,10,0x1a760e3a431c8b9c075ed1280c8835a1a0f1651b,0.010856498311,0.000205745599,0.007619273884
